,GeneID,Function,OrganismID
438,OEU57513.1,hmlB,Seep-SRB1g_sp001751015_a_DIET_cluster.txt
439,OEU57512.1,hmlA,Seep-SRB1g_sp001751015_a_DIET_cluster.txt
440,MBN1840868.1,,Seep-SRB1c_sp01693087
441,MBN1840867.1,,Seep-SRB1c_sp01693087
442,MBN1840866.1,,Seep-SRB1c_sp01693087
443,MBN1840865.1,,Seep-SRB1c_sp01693087
444,MBN1840864.1,,Seep-SRB1c_sp01693087
445,MBN1840863.1,ccmA,Seep-SRB1c_sp01693087
446,MBN1840862.1,,Seep-SRB1c_sp01693087
447,MBN1840861.1,,Seep-SRB1c_sp01693087
448,MBN1840860.1,omb,Seep-SRB1c_sp01693087
449,MBN1840859.1,,Seep-SRB1c_sp01693087
450,MBN1840858.1,,Seep-SRB1c_sp01693087
451,MBN1840857.1,omc,Seep-SRB1c_sp01693087
452,MBW2601103.1,,S7086C20 sp001751075
453,MBW2601104.1,,S7086C20 sp001751075
454,MBW2601105.1,,S7086C20 sp001751075
455,MBW2601106.1,,S7086C20 sp001751075
456,MBW2601107.1,,S7086C20 sp001751075
457,MBW2601108.1,,S7086C20 sp001751075
458,MBW2601109.1,,S7086C20 sp001751075
